"","npo","website","year_founded","partner_status","address","latitude","longitude","municipality","department","address2","latitude2","longitude2","municipality2","department2","address3","latitude3","longitude3","municipality3","department3","address4","latitude4","longitude4","municipality4","department4","address5","latitude5","longitude5","municipality5","department5","size","budget","health","edu","comm_dev","youth_child","women_girls","enviro_cons","crime","human_rights","animal_welfare","us_tax_status","guate_reg","faith_based","religious_aff","seal_excellence","total_eval_score","efficiency","transparency","relevance","impact","sustainability"
"281","Multi Salud",NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NGO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"282","Desarrollo Integral Rural de Guatemala",NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NGO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"283","Chuwitinaamit","http://chuwitinamit.blogspot.com/",2017,NA,"0 Avenida A 1-22 Zona 4",14.7380612,-90.896684,"San Juan Comalapa","Chimaltenango",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","N","Y","N","N","N","N","N","N",NA,"NGO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"284","Paz, Misericordia y Amor para Guatemala (PAMIA)","https://www.facebook.com/pamiaguatemala/",2017,NA,NA,14.641,-90.513,"Guatemala City","Guatemala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","N","Y","Y","N","N","N","N","N",NA,"NGO","Y",NA,NA,NA,NA,NA,NA,NA,NA
"285","Eagles of Peace LatinoamÃ©rica","http://eoplat.org/",2017,NA,"Km. 19.1 Carretera a San JosÃ© PinÃºla",14.5438947,-90.4352917,"Guatemala City","Guatemala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","Y","Y","N","N","N","N","N","N",NA,"NGO","Y",NA,NA,NA,NA,NA,NA,NA,NA
"286","Movimiento de AcciÃ³n e Intercambio con la Zona Centroamericana, Guatemala (MAIZCA)","https://maizca.org/",2017,NA,"3Âª Av. 8-67 zona 1. Barrio San Antonio",14.77351,-91.186515,"SololÃ¡","SololÃ¡",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","N","Y","N","N","N","N","Y","N",NA,"NGO","N",NA,NA,NA,NA,NA,NA,NA,NA
"287","ProtecciÃ³n a la NiÃ±ez, Adolescencia y Familia Guatemalteca",NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NGO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","Centro de InvestigaciÃ³n sobre Desarrollo Humano y Sociedad (COIDESO)","http://coideso.org/es/",2017,NA,"1ra. Avenida â€œAâ€ 1­-37 zona 2",14.648388,-90.518343,"Guatemala City","Guatemala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","N","Y","N","N","N","N","N","N",NA,"NGO","N",NA,NA,NA,NA,NA,NA,NA,NA
"289","Ingenieros Sin Fronteras USA/Guatemala","https://es-la.facebook.com/ewbusaguatemala/",2017,NA,NA,14.8756837,-91.5959401,"La Esperanza","Quetzaltenango",NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","N","Y","N","N","N","N","N","N",NA,"NGO","N",NA,NA,NA,NA,NA,NA,NA,NA
"290","Buenas Nuevas","https://www.bnguate.org/",2017,NA,"5 av. 1-164 zona 5",14.658392,-90.8124343,"Chimaltenango","Chimaltenango",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","Y","Y","N","N","N","N","N","N",NA,"NGO","N",NA,NA,NA,NA,NA,NA,NA,NA
"291","Oxlajuj Aq'Ab'Al","https://www.facebook.com/oxaqONG",2017,NA,NA,NA,NA,NA,"Quetzaltenango",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","N","N","Y","N","N","N","Y","N",NA,"NGO","N",NA,NA,NA,NA,NA,NA,NA,NA
"292","Proyecto Pan de Vida","http://proyectopandevida.org/",2017,NA,"4 avenida 10-80 zona 7 Colonia Landivar",14.621772,-90.53598,"Guatemala City","Guatemala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","Y","Y","N","N","N","N","N","N",NA,"NGO","Y",NA,NA,NA,NA,NA,NA,NA,NA
"293","Activistas para la Salud, Vida y Desarrollo (ASAVIDE)","https://es-la.facebook.com/ONGASAVIDEpaginaoficial/",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","N","N","N","N","N","N","Y","N",NA,"NGO","N",NA,NA,NA,NA,NA,NA,NA,NA
"294","Artistas para el Desarrollo (ARTSANLUCAS ONG)","https://es-la.facebook.com/Artsanlucas-Artistas-Para-El-Desarrollo-ONG-518649561638232/",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","Y","N","N","N","N","N","N","N",NA,"NGO","N",NA,NA,NA,NA,NA,NA,NA,NA
"295","ComitÃ© Promejoramiento Zona Cuatro Sector Nororiente Aldea San Isidro Chamac (ASOCOPRO)",NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NGO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"296","Para el Desarrollo Cultural Karcha'h",NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NGO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"297","AGELA (Esclerosis Lateral AmiotrÃ³fica)","https://www.facebook.com/pages/category/Non-Governmental-Organization--NGO-/Agela-ONG-2000021813567598/",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","N","N","N","N","N","N","N","N",NA,"NGO","N",NA,NA,NA,NA,NA,NA,NA,NA
"298","Mujeres por la Justicia y el Desarrollo",NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NGO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"299","Soluciones Productivas y Renovables de Alta Verapaz (ASPRAV)","http://aspravsoluciones.blogspot.com/",2017,NA,"8va. Avenida 4-15 Zona 1
San Pedro CarchÃ¡",15.478495,-90.309169,"San Pedro CarchÃ¡","Alta Verapaz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","N","N","N","N","Y","N","N","N",NA,"NGO","N",NA,NA,NA,NA,NA,NA,NA,NA
"300","Proyectos de Desarrollo Sostenible",NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NGO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"301","Senderos del Futuro","https://www.facebook.com/senderosdelfuturogt/",2017,NA,NA,14.641,-90.513,"Guatemala City","Guatemala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","N","Y","N","N","N","N","N","N",NA,"NGO","N",NA,NA,NA,NA,NA,NA,NA,NA
"302","El Buen Samaritano","http://www.ebsguatemala.org/",2017,NA,"Calle Real de Jocotenango No. 93 Zona 1",14.58147,-90.744154,"Jocotenango","SacatepÃ©quez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","Y","N","Y","N","N","N","N","N",NA,"NGO","N",NA,NA,NA,NA,NA,NA,NA,NA
"303","Mis Primeros Angelitos","https://www.facebook.com/misprimerosangelitos/",2017,NA,"6a. Av. Norte # 60A",14.5604441,-90.7375833,"Antigua","Guatemala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","Y","N","Y","N","N","N","N","N",NA,"NGO","N",NA,NA,NA,NA,NA,NA,NA,NA
"304","Red de Mujeres, Democracia, Desarrollo e Igualdad",NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NGO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"305","Cenclipid","https://www.facebook.com/cenclipid",2017,NA,NA,15.709887,-88.6298569,"Puerto Barrios","Izabal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","N","N","N","N","N","N","N","N",NA,"NGO","N",NA,NA,NA,NA,NA,NA,NA,NA
"306","Esperanza entre Dos Mundos",NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NGO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"307","Renacer",NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NGO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"308","Ayudemos a la Madre Tierra","https://www.facebook.com/Ayudemos-A-La-Madre-Tierra-449455872488203/",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","N","N","N","N","Y","N","N","N",NA,"NGO","N",NA,NA,NA,NA,NA,NA,NA,NA
"309","Desarrollo Integral Social EconÃ³mico y Rural (ADISER)",NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NGO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"310","Las Margaritas",NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NGO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"311","MisiÃ³n Mundial de Agua Viva Guatemala","https://water.cc/",2017,NA,"San Pedro las Huertas",14.528007,-90.7425867,"Antigua","SacatepÃ©quez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","N","Y","N","N","N","N","N","N",NA,"NGO","Y",NA,NA,NA,NA,NA,NA,NA,NA
"312","Marquense Integral de Desarrollo Social",NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NGO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"313","CirugÃ­a para Todos","https://www.facebook.com/cirugiaparatodosgt/",2017,NA,"Zona 10",14.5944267,-90.5175379,"Guatemala City","Guatemala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","N","N","N","N","N","N","N","N",NA,"NGO","N",NA,NA,NA,NA,NA,NA,NA,NA
"314","Para el Desarrollo Humano Integral Sostenible de los Cuchumatanes (QONOJEL)",NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NGO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"315","Intercultural para el Desarrollo Social para Guatemala (Crece)","https://www.idealist.org/en/nonprofit/350fc7858969490f90c07694f17d8967-crece-guatemala-guatemala",2017,NA,"15 avenida A 18-51 Zona 13",14.5781122,-90.5260337,"Guatemala City","Guatemala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","Y","N","N","N","N","N","N","N",NA,"NGO","N",NA,NA,NA,NA,NA,NA,NA,NA
"316","Prodetur","http://www.prodetur.com/",2017,NA,"4 Avenida A 12-79 zona 14",14.5821517,-90.5200191,"Guatemala City","Guatemala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","N","Y","N","N","N","N","N","N",NA,"NGO","N",NA,NA,NA,NA,NA,NA,NA,NA
"317","Na'Leb'Ak","https://es-la.facebook.com/Nalebak.ong/",2017,NA,NA,15.8120323,-90.3078319,"Chisec","Alta Verapaz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","N","Y","Y","Y","N","N","N","N",NA,"NGO","N",NA,NA,NA,NA,NA,NA,NA,NA
"318","Ministerio Conectando Corazones",NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NGO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","Meraki","https://www.asocimeraki.com/",2017,NA,NA,14.641,-90.513,"Guatemala City","Guatemala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","N","N","N","N","N","N","N","Y",NA,"NGO","N",NA,NA,NA,NA,NA,NA,NA,NA
"320","Unidos por Guatemala","https://es-la.facebook.com/unidosporguatemala",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","N","Y","N","N","N","Y","N","N",NA,"NGO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"321","Ixoq Chajib'al Ja (Casa de la Mujer)",NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NGO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"322","Guatemalteca Pro-Salud (LABCLINIC)",NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NGO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"323","Compartiendo Nuestra Bendiciones","https://www.cnbong.org/",2017,NA,"Zona 3, 01 CJ, Colonia NavideÃ±a",14.6233832,-90.8513093,"San AndrÃ©s Itzapa","Chimaltenango",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","N","Y","N","N","N","N","N","N",NA,"NGO","Y",NA,NA,NA,NA,NA,NA,NA,NA
"324","Desarrollo Urbano y Rural VisiÃ³n Humanitaria","https://www.facebook.com/Asociaci%C3%B3n-de-Desarrollo-Urbano-y-Rural-Visi%C3%B3n-Humanitaria-ONG-2462095500738492/",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","N","Y","N","N","N","N","N","N",NA,"NGO","N",NA,NA,NA,NA,NA,NA,NA,NA
"325","Princesas del Reino","https://www.facebook.com/PrincesasGuatemala/",2017,NA,NA,14.641,-90.513,"Guatemala City","Guatemala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","N","N","N","Y","N","N","N","N",NA,"NGO","N",NA,NA,NA,NA,NA,NA,NA,NA
"326","Promotora de Oportunidades y Ayuda a Retornados (Proyecto Apoyar)",NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NGO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"327","Puerta Abierta AtitlÃ¡n","https://www.facebook.com/atitlanabierta/",2017,NA,"Canton Panabaj",14.626975,-91.23193,"Santiago AtitlÃ¡n","SololÃ¡",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","Y","N","N","N","N","N","N","N",NA,"NGO","N",NA,NA,NA,NA,NA,NA,NA,NA
"328","Brigada Humanitaria Grupo de Respuesta Inmediata","https://www.facebook.com/brigadabusquedayrescate/",2017,NA,NA,15.3123076,-89.8864277,"Santa Catalina la Tinta","Alta Verapaz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","N","N","N","N","N","N","N","N",NA,"NGO","N",NA,NA,NA,NA,NA,NA,NA,NA
"329","Alianza para el Desarrollo",NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NGO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"330","Autoridades Ancestrales IndÃ­genas Campesinas VÃ­ctimas del Conflicto Armado Interno",NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NGO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"331","Desarrollo Comercial Rural (ASDECOR)",NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NGO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"332","Mujeres Constructoras del Desarrollo",NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NGO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"333","Desarrollo Integral IndÃ­gena Campesino Mayense",NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NGO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"334","Lifting Generations","https://liftinggenerations.org/",2018,NA,"11 Avenida 15-25",14.6089072,-90.5504208,"Guatemala City","Guatemala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","Y","Y","N","N","N","N","N","N","501(c)3","NGO","Y",NA,NA,NA,NA,NA,NA,NA,NA
"335","AcciÃ³n Sin Fronteras Kabawil (ASIFKA)","https://www.asociacionkabawil.org/asociacin-kabawil",2018,NA,NA,15.3365047,-91.0355688,"Cunen","QuichÃ©",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","N","Y","N","N","N","N","N","N",NA,"NGO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"336","Integral para la Saluda Marquense (AISMAR)","https://www.facebook.com/AISMAR.SM/",2018,NA,"5av. 1er CallejÃ³n 15-31 Zona 5",14.9631235,-91.8187687,"San Marcos","San Marcos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","N","Y","N","N","N","N","N","N",NA,"NGO","N",NA,NA,NA,NA,NA,NA,NA,NA
"337","Echemos Puntas",NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NGO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"338","Corazones Generosos Hoy, MaÃ±ana y Siempre","https://www.facebook.com/pg/Corazones-Generosos-870964099672847/posts/",2018,NA,"Barrio El Centro",16.8062867,-89.833231,"Santa Ana","PetÃ©n",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","N","N","Y","N","N","N","N","N",NA,"NGO","Y",NA,NA,NA,NA,NA,NA,NA,NA
"339","Associations start",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","Bienestar de La Salud de AsunciÃ³n Mita","https://www.facebook.com/Hogar-de-Ancianos-El-Refugio-APAM-808718189319026/",2013,NA,"Calle A Atatupa Z.0 AsunciÃ³n Mita - Jutiapa",14.331,-89.711,"AsunciÃ³n Mita","Jutiapa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","N","N","N","N","N","N","N","N",NA,"Asso","N",NA,NA,NA,NA,NA,NA,NA,NA
"341","PetÃ©n Soy Yo","https://www.facebook.com/PetenSoyYo/",2013,NA,"No",16.923,-89.899,"Flores","PÃ©ten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","Y","Y","N","N","N","N","N","N",NA,"Asso","N",NA,NA,NA,NA,NA,NA,NA,NA
"342","EcolibrÃ­","http://ecolibri.org/english#about",2013,NA,"No",14.717,-91.267,"San Marcos la Laguna","SÃ³lola",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","Y","Y","N","N","N","N","N","N",NA,"Asso","N",NA,NA,NA,NA,NA,NA,NA,NA
"343","Profesionales de GestiÃ³n Humana","https://www.agh.gt/",2013,NA,"12 calle 1-25, zona 10, Edificio GÃ©minis 10, 5to. Nivel, Torre Sur, Oficina 507.",14.641,-90.513,"Guatemala","Guatemala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asso","N",NA,NA,NA,NA,NA,NA,NA,NA
"344","Productiva Campesina, Aldea San Marcos, SacsamanÃ­",NA,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asso",NA,NA,NA,NA,NA,NA,NA,NA,NA
"345","Agricola Integral de Desarrollo y Productividad de TotonicapÃ¡n",NA,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asso",NA,NA,NA,NA,NA,NA,NA,NA,NA
"346","Integral Pro-Municipio","https://pmi.gt/",2013,NA,"5 Avenida 12-31 Z.9",14.641,-90.513,"Guatemala","Guatemala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asso",NA,NA,NA,NA,NA,NA,NA,NA,NA
"347","Ayuda para NiÃ±os Victimas de la Violencia y Abandono en Guatemala (ANIVI)","https://www.facebook.com/aniviguatemala/",2013,NA,NA,14.641,-90.513,"Guatemala","Guatemala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","N","N","Y","N","N","N","N","N",NA,"Asso","N",NA,NA,NA,NA,NA,NA,NA,NA
"348","Sonidos Para la Vida","https://sonidosparalavida.org/?fbclid=IwAR2HggeeV-hZ1Rl-F98Fq-gQAzkpQFO_0B2zp9i1q9QPJPJGwpp8JJvkO7o",2013,NA,"6 Avenida Norte No. 55 A",14.561,-90.734,"Antigua Guatemala","SacatepÃ©quez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","Y","N","N","N","N","N","N","N",NA,"Asso","N",NA,NA,NA,NA,NA,NA,NA,NA
"349","N'oj Tinnamit","https://www.facebook.com/pages/category/Society---Culture-Website/Umial-Tinimit-Re-Xelajuj-Noj-2019-2020-862275127504631/",2013,NA,NA,14.835,-91.518,"Quetzaltenango","Quetzaltenango",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","Y","N","N","N","N","N","N","N",NA,"Asso","N",NA,NA,NA,NA,NA,NA,NA,NA
